t,T,s,i,o,c,h,l,v,n
1749585600000,1749589199999,HYPE,1h,41.134,41.764,42.11,40.866,1330707.67,49687
1749589200000,1749592799999,HYPE,1h,41.763,41.57,41.879,41.087,574676.33,38091
1749592800000,1749596399999,HYPE,1h,41.57,41.808,42.418,41.487,1022845.7,54531
1749596400000,1749599999999,HYPE,1h,41.81,42.284,42.348,41.731,611859.52,35959
1749600000000,1749603599999,HYPE,1h,42.276,41.458,42.41,41.091,836497.54,41556
1749603600000,1749607199999,HYPE,1h,41.459,41.147,41.969,40.825,1292920.46,58073
1749607200000,1749610799999,HYPE,1h,41.146,41.388,41.5,40.864,493656.09,27900
1749610800000,1749614399999,HYPE,1h,41.388,41.83,41.848,41.289,440950.47,25066
1749614400000,1749617999999,HYPE,1h,41.831,41.848,41.901,41.5,253704.3,15176
1749618000000,1749621599999,HYPE,1h,41.848,41.843,42.218,41.674,392230.25,23257
1749621600000,1749625199999,HYPE,1h,41.843,42.628,42.789,41.842,631959.75,29312
1749625200000,1749628799999,HYPE,1h,42.629,42.621,42.854,42.391,514704.1,24095
1749628800000,1749632399999,HYPE,1h,42.631,42.4,43.153,42.311,698108.74,34144
1749632400000,1749635999999,HYPE,1h,42.4,41.727,42.6,41.716,417687.13,25528
1749636000000,1749639599999,HYPE,1h,41.727,41.818,41.87,41.438,426876.32,26723
1749639600000,1749643199999,HYPE,1h,41.819,41.37,41.82,41.16,343374.14,21332
1749643200000,1749646799999,HYPE,1h,41.374,42.351,42.576,41.16,1124312.53,52730
1749646800000,1749650399999,HYPE,1h,42.352,42.909,43.033,42.09,1024338.41,51216
1749650400000,1749653999999,HYPE,1h,42.909,43.539,43.622,42.667,1417293.25,59645
1749654000000,1749657599999,HYPE,1h,43.545,43.541,44.078,43.377,1511415.36,50530
1749657600000,1749661199999,HYPE,1h,43.542,42.946,43.787,42.853,782433.51,39523
1749661200000,1749664799999,HYPE,1h,42.946,42.899,43.309,42.67,1026061.08,36379
1749664800000,1749668399999,HYPE,1h,42.906,42.353,43.04,42.236,998989.27,49699
1749668400000,1749671999999,HYPE,1h,42.354,42.267,42.837,42.038,683702.25,34386
1749672000000,1749675599999,HYPE,1h,42.268,42.151,42.647,42.0,345885.74,22988
1749675600000,1749679199999,HYPE,1h,42.154,40.998,42.549,40.9,1197802.6,43198
1749679200000,1749682799999,HYPE,1h,41.023,41.188,41.426,40.727,1320849.11,50293
1749682800000,1749686399999,HYPE,1h,41.189,41.837,41.979,41.112,446290.94,26982
1749686400000,1749689999999,HYPE,1h,41.836,41.042,41.846,40.554,905647.5,44966
1749690000000,1749693599999,HYPE,1h,41.04,41.192,41.25,40.677,440062.38,26725
1749693600000,1749697199999,HYPE,1h,41.194,41.398,41.705,41.166,454060.78,29251
1749697200000,1749700799999,HYPE,1h,41.4,41.885,42.09,41.192,654164.14,30494
1749700800000,1749704399999,HYPE,1h,41.884,41.76,42.04,41.38,459654.74,28087
1749704400000,1749707999999,HYPE,1h,41.76,41.867,42.24,41.465,455420.34,26484
1749708000000,1749711599999,HYPE,1h,41.861,41.853,42.0,41.504,246390.25,17551
1749711600000,1749715199999,HYPE,1h,41.852,41.481,42.0,41.323,282967.73,19113
1749715200000,1749718799999,HYPE,1h,41.481,41.625,41.753,41.191,280820.65,17755
1749718800000,1749722399999,HYPE,1h,41.63,41.502,41.716,41.369,204165.44,13479
1749722400000,1749725999999,HYPE,1h,41.502,40.7,41.606,40.49,715222.5,41924
1749726000000,1749729599999,HYPE,1h,40.702,40.411,40.913,40.347,619350.27,32082
1749729600000,1749733199999,HYPE,1h,40.41,40.904,41.222,40.35,618541.35,29648
1749733200000,1749736799999,HYPE,1h,40.915,41.766,41.959,40.898,949679.31,48574
1749736800000,1749740399999,HYPE,1h,41.764,42.753,43.026,41.741,1070867.72,55610
1749740400000,1749743999999,HYPE,1h,42.756,42.453,43.522,41.977,2090071.08,74278
1749744000000,1749747599999,HYPE,1h,42.453,42.999,43.388,42.443,1066775.19,52498
1749747600000,1749751199999,HYPE,1h,42.999,43.612,43.891,42.851,818765.41,33872
1749751200000,1749754799999,HYPE,1h,43.605,42.8,43.659,42.498,874938.04,45539
1749754800000,1749758399999,HYPE,1h,42.8,41.889,42.878,41.72,1053630.81,51550
1749758400000,1749761999999,HYPE,1h,41.893,41.283,42.055,40.848,1601015.55,62940
1749762000000,1749765599999,HYPE,1h,41.275,40.404,41.533,40.393,1101005.87,46340
1749765600000,1749769199999,HYPE,1h,40.404,40.632,41.07,40.314,829546.28,38362
1749769200000,1749772799999,HYPE,1h,40.632,40.528,41.2,40.46,466673.48,25918
1749772800000,1749776399999,HYPE,1h,40.518,38.713,40.526,38.02,5417572.15,170853
1749776400000,1749779999999,HYPE,1h,38.713,38.738,38.868,37.1,3646913.97,125471
1749780000000,1749783599999,HYPE,1h,38.738,38.184,38.891,37.6,1382745.76,68078
1749783600000,1749787199999,HYPE,1h,38.184,39.106,39.471,38.151,1243127.14,52786
1749787200000,1749790799999,HYPE,1h,39.106,39.7,39.7,38.345,1023273.45,46506
1749790800000,1749794399999,HYPE,1h,39.7,39.336,39.841,39.01,1236378.03,50130
1749794400000,1749797999999,HYPE,1h,39.332,38.929,39.504,38.5,755714.26,38833
1749798000000,1749801599999,HYPE,1h,38.928,39.376,39.518,38.333,716759.99,37520
1749801600000,1749805199999,HYPE,1h,39.376,39.145,40.1,38.824,1251914.92,50331
1749805200000,1749808799999,HYPE,1h,39.146,39.986,40.352,39.017,783854.81,52016
1749808800000,1749812399999,HYPE,1h,39.984,40.017,40.395,39.697,638501.51,40866
1749812400000,1749815999999,HYPE,1h,40.017,40.114,40.2,39.439,522290.52,30224
1749816000000,1749819599999,HYPE,1h,40.115,40.146,40.64,39.931,696197.12,37101
1749819600000,1749823199999,HYPE,1h,40.148,40.143,40.6,39.747,749859.31,40375
1749823200000,1749826799999,HYPE,1h,40.142,40.412,40.581,39.01,1167778.02,61544
1749826800000,1749830399999,HYPE,1h,40.413,41.199,41.589,40.27,1429917.41,69350
1749830400000,1749833999999,HYPE,1h,41.199,41.678,42.109,40.835,1267866.17,66731
1749834000000,1749837599999,HYPE,1h,41.678,41.101,41.691,40.585,600057.86,41392
1749837600000,1749841199999,HYPE,1h,41.106,40.605,41.294,40.029,990699.68,55141
1749841200000,1749844799999,HYPE,1h,40.603,40.753,40.899,40.259,444132.22,38439
1749844800000,1749848399999,HYPE,1h,40.759,41.441,41.681,40.74,633382.91,41176
1749848400000,1749851999999,HYPE,1h,41.444,42.019,42.1,41.107,529990.25,34526
1749852000000,1749855599999,HYPE,1h,42.019,41.822,42.7,41.598,1155535.53,49891
1749855600000,1749859199999,HYPE,1h,41.818,42.3,42.568,41.81,384006.21,23123
1749859200000,1749862799999,HYPE,1h,42.296,42.37,42.635,42.024,533039.94,31309
1749862800000,1749866399999,HYPE,1h,42.368,41.688,42.38,41.481,534531.43,34222
1749866400000,1749869999999,HYPE,1h,41.688,41.657,41.938,41.51,206536.61,17753
1749870000000,1749873599999,HYPE,1h,41.656,41.751,42.12,41.555,288665.85,21537
1749873600000,1749877199999,HYPE,1h,41.75,42.314,42.335,41.7,316443.14,21395
1749877200000,1749880799999,HYPE,1h,42.315,42.528,42.593,41.989,374775.72,22061
1749880800000,1749884399999,HYPE,1h,42.528,42.177,42.671,42.001,538430.02,30252
1749884400000,1749887999999,HYPE,1h,42.176,42.439,42.51,41.65,653592.51,32808
1749888000000,1749891599999,HYPE,1h,42.441,42.376,42.543,41.999,440574.26,26488
1749891600000,1749895199999,HYPE,1h,42.376,41.9,42.483,41.848,258955.31,19329
1749895200000,1749898799999,HYPE,1h,41.906,41.661,41.96,41.651,322688.44,19580
1749898800000,1749902399999,HYPE,1h,41.661,41.177,41.749,40.99,640388.3,30602
1749902400000,1749905999999,HYPE,1h,41.177,40.98,41.29,40.633,536839.02,29648
1749906000000,1749909599999,HYPE,1h,40.98,41.388,41.418,40.839,391526.21,28031
1749909600000,1749913199999,HYPE,1h,41.388,41.024,41.632,40.801,539494.64,30485
1749913200000,1749916799999,HYPE,1h,41.024,40.491,41.125,40.298,555098.62,34163
1749916800000,1749920399999,HYPE,1h,40.489,39.893,40.654,39.68,695795.58,30727
1749920400000,1749923999999,HYPE,1h,39.893,40.206,40.34,39.68,595652.92,27440
1749924000000,1749927599999,HYPE,1h,40.206,39.541,40.262,39.342,726702.22,28626
1749927600000,1749931199999,HYPE,1h,39.54,39.275,39.852,39.255,822876.88,33317
1749931200000,1749934799999,HYPE,1h,39.27,39.543,39.576,38.81,1006312.8,37120
1749934800000,1749938399999,HYPE,1h,39.542,40.036,40.058,39.38,687248.28,26304
1749938400000,1749941999999,HYPE,1h,40.036,40.079,40.216,39.858,477466.31,18965
1749942000000,1749945599999,HYPE,1h,40.079,40.12,40.265,39.895,322980.27,16715
1749945600000,1749949199999,HYPE,1h,40.119,40.547,40.597,40.085,400769.31,21048
1749949200000,1749952799999,HYPE,1h,40.537,40.256,40.686,40.15,293519.03,19917
1749952800000,1749956399999,HYPE,1h,40.256,40.723,40.804,40.249,415280.87,27750
1749956400000,1749959999999,HYPE,1h,40.731,39.944,40.785,39.91,459565.61,19933
1749960000000,1749963599999,HYPE,1h,39.944,40.134,40.2,39.8,264832.64,14156
1749963600000,1749967199999,HYPE,1h,40.13,41.131,41.148,39.892,590534.59,25633
1749967200000,1749970799999,HYPE,1h,41.132,40.425,41.167,40.404,412926.53,24976
1749970800000,1749974399999,HYPE,1h,40.426,40.61,40.631,40.24,249168.94,16998
1749974400000,1749977999999,HYPE,1h,40.611,40.198,40.645,40.05,213285.09,15744
1749978000000,1749981599999,HYPE,1h,40.197,39.923,40.197,39.861,226539.44,17542
1749981600000,1749985199999,HYPE,1h,39.923,40.317,40.359,39.9,205978.67,15909
1749985200000,1749988799999,HYPE,1h,40.318,40.2,40.488,40.045,237153.1,19597
1749988800000,1749992399999,HYPE,1h,40.201,40.228,40.45,40.044,263384.04,19870
1749992400000,1749995999999,HYPE,1h,40.229,40.669,40.691,39.629,660944.7,37556
1749996000000,1749999599999,HYPE,1h,40.67,40.884,41.107,40.26,1426243.94,60929
1749999600000,1750003199999,HYPE,1h,40.885,40.775,41.164,40.739,338492.85,18947
1750003200000,1750006799999,HYPE,1h,40.775,40.909,40.996,40.602,365479.27,19174
1750006800000,1750010399999,HYPE,1h,40.899,41.281,41.444,40.772,624457.94,33886
1750010400000,1750013999999,HYPE,1h,41.281,41.168,41.462,41.049,817701.36,40647
1750014000000,1750017599999,HYPE,1h,41.166,40.916,41.45,40.728,487542.49,29990
1750017600000,1750021199999,HYPE,1h,40.916,40.313,41.023,40.152,700747.77,29366
1750021200000,1750024799999,HYPE,1h,40.313,40.273,40.472,40.11,300362.84,16680
1750024800000,1750028399999,HYPE,1h,40.273,41.167,41.22,40.178,1020384.57,46271
1750028400000,1750031999999,HYPE,1h,41.168,41.172,41.428,40.947,651712.5,34900
1750032000000,1750035599999,HYPE,1h,41.171,41.176,41.412,40.908,1155050.85,49585
1750035600000,1750039199999,HYPE,1h,41.177,41.734,41.914,40.682,906816.49,40150
1750039200000,1750042799999,HYPE,1h,41.735,42.201,42.414,41.431,1244957.0,50915
1750042800000,1750046399999,HYPE,1h,42.21,42.15,42.5,42.038,466605.59,27276
1750046400000,1750049999999,HYPE,1h,42.15,43.161,43.214,42.102,1006403.28,43798
1750050000000,1750053599999,HYPE,1h,43.161,43.611,43.9,42.908,925392.24,51699
1750053600000,1750057199999,HYPE,1h,43.617,44.331,44.621,43.507,1314433.74,59755
1750057200000,1750060799999,HYPE,1h,44.342,44.686,44.851,44.148,1034445.22,52358
1750060800000,1750064399999,HYPE,1h,44.685,44.4,44.754,44.018,610927.41,34410
1750064400000,1750067999999,HYPE,1h,44.399,44.488,44.6,44.044,372054.53,22129
1750068000000,1750071599999,HYPE,1h,44.487,44.06,44.88,43.425,982514.61,42157
1750071600000,1750075199999,HYPE,1h,44.06,44.546,44.75,43.713,961477.33,42724
1750075200000,1750078799999,HYPE,1h,44.538,44.492,44.588,44.06,526223.48,26992
1750078800000,1750082399999,HYPE,1h,44.491,44.964,45.0,44.233,815570.36,43798
1750082400000,1750085999999,HYPE,1h,44.973,45.169,45.844,44.922,1654157.02,67038
1750086000000,1750089599999,HYPE,1h,45.17,44.591,45.634,44.472,1225291.18,59759
1750089600000,1750093199999,HYPE,1h,44.603,45.05,45.298,44.531,661323.04,33058
1750093200000,1750096799999,HYPE,1h,45.049,44.613,45.105,44.45,611371.04,34866
1750096800000,1750100399999,HYPE,1h,44.609,44.676,44.796,44.2,571182.42,32742
1750100400000,1750103999999,HYPE,1h,44.676,44.387,45.244,44.192,793800.08,47720
1750104000000,1750107599999,HYPE,1h,44.369,44.598,44.677,44.101,430316.89,27731
1750107600000,1750111199999,HYPE,1h,44.597,43.848,44.6,43.666,650136.78,36803
1750111200000,1750114799999,HYPE,1h,43.846,42.91,44.238,42.5,2012811.66,69779
1750114800000,1750118399999,HYPE,1h,42.902,41.9,43.485,41.697,1896786.83,69585
1750118400000,1750121999999,HYPE,1h,41.899,42.737,42.856,41.23,2605980.24,85461
1750122000000,1750125599999,HYPE,1h,42.737,42.27,43.135,42.142,1187570.74,54544
1750125600000,1750129199999,HYPE,1h,42.272,43.106,43.124,41.839,831529.06,44369
1750129200000,1750132799999,HYPE,1h,43.101,43.165,43.3,42.761,542908.94,36689
1750132800000,1750136399999,HYPE,1h,43.164,42.891,43.563,42.78,694694.48,44065
1750136400000,1750139999999,HYPE,1h,42.881,42.58,43.111,42.33,448074.08,28296
1750140000000,1750143599999,HYPE,1h,42.578,42.327,42.738,42.058,637271.82,32586
1750143600000,1750147199999,HYPE,1h,42.327,42.264,42.582,42.11,517264.52,28802
1750147200000,1750150799999,HYPE,1h,42.264,40.966,42.482,40.784,1827894.32,60075
1750150800000,1750154399999,HYPE,1h,40.955,40.6,41.075,40.3,1445460.31,50886
1750154400000,1750157999999,HYPE,1h,40.599,40.7,40.707,40.11,865664.04,35466
1750158000000,1750161599999,HYPE,1h,40.7,40.512,40.707,40.051,689021.61,30435
1750161600000,1750165199999,HYPE,1h,40.518,39.93,40.702,39.762,1064351.41,37286
1750165200000,1750168799999,HYPE,1h,39.929,39.782,40.224,39.525,1411784.01,49143
1750168800000,1750172399999,HYPE,1h,39.782,39.989,40.688,39.765,1321846.87,51417
1750172400000,1750175999999,HYPE,1h,39.989,39.617,40.222,39.21,1499023.26,64534
1750176000000,1750179599999,HYPE,1h,39.617,38.577,39.847,38.459,2016860.93,73446
1750179600000,1750183199999,HYPE,1h,38.591,39.077,39.406,38.22,1694032.66,65002
1750183200000,1750186799999,HYPE,1h,39.077,39.838,39.875,38.595,1016834.86,41575
1750186800000,1750190399999,HYPE,1h,39.841,40.608,41.472,39.765,2926056.84,116895
1750190400000,1750193999999,HYPE,1h,40.607,39.9,40.906,39.67,1124060.87,53962
1750194000000,1750197599999,HYPE,1h,39.898,39.529,39.986,39.184,1034642.7,42670
1750197600000,1750201199999,HYPE,1h,39.529,39.848,40.398,38.947,850810.68,45339
1750201200000,1750204799999,HYPE,1h,39.862,39.973,40.369,39.712,431826.07,27679
1750204800000,1750208399999,HYPE,1h,39.973,40.333,40.35,39.622,476886.58,33060
1750208400000,1750211999999,HYPE,1h,40.332,40.071,40.708,40.003,614822.71,35248
1750212000000,1750215599999,HYPE,1h,40.072,40.048,40.362,39.906,233398.9,20550
1750215600000,1750219199999,HYPE,1h,40.052,40.351,40.559,40.003,263551.77,21808
1750219200000,1750222799999,HYPE,1h,40.352,40.861,40.877,40.021,417296.62,25268
1750222800000,1750226399999,HYPE,1h,40.859,40.81,41.084,40.699,411655.14,24939
1750226400000,1750229999999,HYPE,1h,40.81,40.39,41.115,40.126,658435.92,34891
1750230000000,1750233599999,HYPE,1h,40.396,40.298,40.544,40.038,440389.41,23596
1750233600000,1750237199999,HYPE,1h,40.286,40.507,40.612,40.269,422121.37,16490
1750237200000,1750240799999,HYPE,1h,40.51,39.868,40.845,39.689,655229.11,30077
1750240800000,1750244399999,HYPE,1h,39.868,39.182,39.957,38.833,724437.99,33867
1750244400000,1750247999999,HYPE,1h,39.186,39.23,39.336,38.703,920567.26,46406
1750248000000,1750251599999,HYPE,1h,39.232,38.557,39.232,38.333,1227522.24,55395
1750251600000,1750255199999,HYPE,1h,38.557,39.062,39.5,37.57,3647265.56,99439
1750255200000,1750258799999,HYPE,1h,39.056,39.505,40.358,38.795,3494227.95,112685
1750258800000,1750262399999,HYPE,1h,39.5,39.026,39.8,38.765,1506955.1,57452
1750262400000,1750265999999,HYPE,1h,39.03,38.531,39.209,38.496,882831.43,35752
1750266000000,1750269599999,HYPE,1h,38.531,39.099,39.123,38.25,947292.95,39493
1750269600000,1750273199999,HYPE,1h,39.098,38.317,39.324,38.237,1601185.39,73498
1750273200000,1750276799999,HYPE,1h,38.315,37.749,38.879,37.746,1083363.34,48336
1750276800000,1750280399999,HYPE,1h,37.766,38.903,39.2,37.732,1346157.41,44504
1750280400000,1750283999999,HYPE,1h,38.902,39.113,39.152,38.03,1063344.12,45475
1750284000000,1750287599999,HYPE,1h,39.11,39.094,39.464,38.727,767041.03,30799
1750287600000,1750291199999,HYPE,1h,39.104,39.46,39.66,38.919,724173.13,32617
1750291200000,1750294799999,HYPE,1h,39.461,39.51,39.992,39.082,681180.11,30395
1750294800000,1750298399999,HYPE,1h,39.512,38.712,39.522,38.415,914170.24,34416
1750298400000,1750301999999,HYPE,1h,38.712,38.231,38.825,38.107,642269.4,25929
1750302000000,1750305599999,HYPE,1h,38.239,38.521,38.6,38.217,329741.9,14907
1750305600000,1750309199999,HYPE,1h,38.522,38.222,38.538,37.561,1074552.44,36218
1750309200000,1750312799999,HYPE,1h,38.223,38.179,38.476,38.177,588358.34,15646
1750312800000,1750316399999,HYPE,1h,38.178,37.879,38.282,37.665,612551.26,19571
1750316400000,1750319999999,HYPE,1h,37.879,37.846,38.099,37.711,236958.97,14123
1750320000000,1750323599999,HYPE,1h,37.847,37.653,38.147,37.65,290134.31,16787
1750323600000,1750327199999,HYPE,1h,37.652,38.312,38.36,37.48,513530.32,24299
1750327200000,1750330799999,HYPE,1h,38.312,38.158,38.494,38.002,249216.67,19239
1750330800000,1750334399999,HYPE,1h,38.159,37.486,38.159,37.166,1066066.14,32290
1750334400000,1750337999999,HYPE,1h,37.486,37.611,38.012,37.17,1073839.97,31849
1750338000000,1750341599999,HYPE,1h,37.611,36.854,37.637,36.708,1531973.34,42846
1750341600000,1750345199999,HYPE,1h,36.854,36.454,37.13,36.333,1372933.56,35918
1750345200000,1750348799999,HYPE,1h,36.449,36.251,36.87,36.061,1378498.91,40964
1750348800000,1750352399999,HYPE,1h,36.255,36.106,36.794,36.08,872192.07,30414
1750352400000,1750355999999,HYPE,1h,36.112,36.824,37.99,36.041,2287871.81,59179
1750356000000,1750359599999,HYPE,1h,36.826,36.68,37.3,36.405,890552.55,35702
1750359600000,1750363199999,HYPE,1h,36.68,36.32,36.836,36.085,556032.56,24624
1750363200000,1750366799999,HYPE,1h,36.32,36.159,37.054,35.831,1866886.75,43095
1750366800000,1750370399999,HYPE,1h,36.16,36.168,36.392,35.786,661358.02,23486
1750370400000,1750373999999,HYPE,1h,36.168,36.757,36.9,36.167,628878.55,21714
1750374000000,1750377599999,HYPE,1h,36.757,36.879,37.107,36.569,806852.01,23701
1750377600000,1750381199999,HYPE,1h,36.879,36.565,37.133,36.53,518251.87,21449
1750381200000,1750384799999,HYPE,1h,36.562,36.976,36.983,36.248,416260.51,20042
1750384800000,1750388399999,HYPE,1h,36.982,36.695,37.081,36.465,305754.81,16033
1750388400000,1750391999999,HYPE,1h,36.695,36.067,36.735,36.02,379896.74,18077
1750392000000,1750395599999,HYPE,1h,36.063,35.63,36.082,35.6,750466.85,23420
1750395600000,1750399199999,HYPE,1h,35.629,36.157,36.311,35.55,630963.63,22834
1750399200000,1750402799999,HYPE,1h,36.156,36.592,36.75,36.066,666683.83,24480
1750402800000,1750406399999,HYPE,1h,36.591,37.709,37.712,36.299,1034264.22,42131
1750406400000,1750409999999,HYPE,1h,37.708,37.349,37.89,37.289,949412.76,43611
1750410000000,1750413599999,HYPE,1h,37.345,37.219,37.634,37.045,515276.76,24044
1750413600000,1750417199999,HYPE,1h,37.219,37.239,37.431,37.064,339733.33,17562
1750417200000,1750420799999,HYPE,1h,37.239,37.093,37.37,36.641,589065.91,24714
1750420800000,1750424399999,HYPE,1h,37.094,37.421,37.72,36.948,750920.92,33374
1750424400000,1750427999999,HYPE,1h,37.419,37.059,37.797,36.819,952970.84,36462
1750428000000,1750431599999,HYPE,1h,37.048,35.667,37.142,35.55,1872684.29,45931
1750431600000,1750435199999,HYPE,1h,35.666,35.71,36.146,35.607,1531584.48,48603
1750435200000,1750438799999,HYPE,1h,35.711,34.261,35.798,34.052,4155439.74,91219
1750438800000,1750442399999,HYPE,1h,34.261,34.344,34.464,33.273,3791513.2,92435
1750442400000,1750445999999,HYPE,1h,34.331,34.339,34.6,34.001,1135300.72,33634
1750446000000,1750449599999,HYPE,1h,34.332,34.59,34.715,33.982,859252.78,25059
1750449600000,1750453199999,HYPE,1h,34.59,34.413,34.926,34.4,995176.89,31511
1750453200000,1750456799999,HYPE,1h,34.414,34.053,34.426,33.9,1034923.22,26635
1750456800000,1750460399999,HYPE,1h,34.052,33.529,34.069,33.033,1705505.38,50719
1750460400000,1750463999999,HYPE,1h,33.528,33.365,33.569,33.128,564524.04,24690
1750464000000,1750467599999,HYPE,1h,33.365,33.269,33.41,32.816,1030111.11,32160
1750467600000,1750471199999,HYPE,1h,33.257,34.481,34.545,33.078,1656458.8,42989
1750471200000,1750474799999,HYPE,1h,34.479,34.55,34.719,34.231,387930.08,18877
1750474800000,1750478399999,HYPE,1h,34.549,34.472,34.761,34.36,359199.06,17839
1750478400000,1750481999999,HYPE,1h,34.472,34.467,34.709,34.343,270631.35,14673
1750482000000,1750485599999,HYPE,1h,34.466,34.696,35.0,34.383,366980.16,19267
1750485600000,1750489199999,HYPE,1h,34.697,34.819,34.949,34.526,231857.01,15012
1750489200000,1750492799999,HYPE,1h,34.818,34.962,35.001,34.521,224251.76,13623
1750492800000,1750496399999,HYPE,1h,34.962,35.171,35.175,34.742,444048.78,18746
